issue_id,title_ru,title_translit,town_uk,raion_or_area,holding,issue_date,pages,source_url
152,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-01-22,23,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%962-83.pdf
163,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-01-29,23,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%963-84.pdf
174,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-02-05,23,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%964-85.pdf
183,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-02-12,23,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%965-86.pdf
186,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-02-19,23,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%966-87.pdf
187,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-02-26,23,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%967-88.pdf
188,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-03-05,23,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%968-89.pdf
189,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-03-12,23,https://luganmedia.ru/wp-content/uploads/2025/04/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%969-90.pdf
143,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-03-19,23,https://luganmedia.ru/wp-content/uploads/2025/04/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%9610-91.pdf
144,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-03-26,23,https://luganmedia.ru/wp-content/uploads/2025/04/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%9611-92.pdf
145,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2025-04-02,23,https://luganmedia.ru/wp-content/uploads/2025/04/%D0%92%D0%BE%D1%81%D1%82%D0%BE%D1%87%D0%BD%D1%8B%D0%B9-%D0%94%D0%BE%D0%BD%D0%B1%D0%B0%D1%81%D1%81-%E2%84%9612-93.pdf
997,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-04-01,23,https://luganmedia.ru/wp-content/uploads/2026/06/Восточный-Донбасс-№1-133-сжатый.pdf
1012,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-04-08,23,https://luganmedia.ru/wp-content/uploads/2026/06/Всточный-Донбасс-№2-134-сжатый.pdf
996,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-04-15,23,https://luganmedia.ru/wp-content/uploads/2026/06/Восточный-Донбасс-№-3-135-сжатый.pdf
1001,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-04-22,23,https://luganmedia.ru/wp-content/uploads/2026/06/Восточный-Донбасс-№4-136-сжатый.pdf
1002,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-04-29,23,https://luganmedia.ru/wp-content/uploads/2026/06/Восточный-Донбасс-№5-137.pdf
1003,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-05-06,23,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№6-138.pdf
1004,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-05-13,24,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№7-139.pdf
1005,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-05-20,23,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№8-140.pdf
1006,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-05-27,23,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№9-141.pdf
998,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-06-03,23,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№10-142.pdf
999,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-06-10,23,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№11-143.pdf
1000,Восточный Донбасс,Vostochnyy Donbass,Dovzhansk,Dovzhansk / Sverdlovsk district,Luganmedia,2026-06-17,23,https://luganmedia.ru/wp-content/uploads/2026/07/Восточный-Донбасс-№12-144.pdf
248,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-03-01,15,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_6-83.pdf
843,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-08-21,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-33-63.pdf
221,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-08-22,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-33_22082024.pdf
844,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-08-28,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-34-64.pdf
222,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-08-29,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-34_29082024.pdf
872,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-09-04,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-35-65.pdf
223,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-09-05,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-35_04092024.pdf
845,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-09-11,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-36-66.pdf
224,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-09-12,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-36_12092024.pdf
846,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-09-18,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-37-67.pdf
225,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-09-19,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-37_19092024.pdf
847,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-09-25,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-38-68.pdf
226,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-09-26,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-38_26092024.pdf
848,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-10-02,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-39-69.pdf
227,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-10-03,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-39_03102024.pdf
849,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-10-09,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-40-70.pdf
228,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-10-10,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-40_10102024.pdf
850,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-10-16,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-41-71.pdf
229,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-10-17,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-41_17102024.pdf
851,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-10-23,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-42-72.pdf
230,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-10-24,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-42_24102024.pdf
852,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-10-30,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%9643-73.pdf
231,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-10-31,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-%E2%84%96-43_31102024.pdf
853,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-11-06,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%9644-74.pdf
239,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-11-07,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_44-70.pdf
854,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-11-13,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%97%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%9645-75.pdf
240,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-11-14,16,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_45-71.pdf
875,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-11-20,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-46.pdf
241,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-11-21,15,https://luganmedia.ru/wp-content/uploads/2024/11/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_46-72.pdf
876,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-11-27,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-47.pdf
242,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-11-28,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_47-73.pdf
887,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-12-04,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%9648-78.pdf
243,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-12-05,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_48-74.pdf
888,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-12-11,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%9649-79.pdf
244,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-12-12,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_49-75.pdf
878,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-12-18,15,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-50-80.pdf
246,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-12-19,16,https://luganmedia.ru/wp-content/uploads/2024/12/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_50-76.pdf
879,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2024-12-25,15,https://luganmedia.ru/wp-content/uploads/2025/01/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-5181.pdf
247,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2024-12-26,16,https://luganmedia.ru/wp-content/uploads/2025/01/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_51-77.pdf
858,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-01-15,15,https://luganmedia.ru/wp-content/uploads/2025/01/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-182.pdf
232,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-01-16,15,https://luganmedia.ru/wp-content/uploads/2025/01/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_1-78.pdf
865,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-01-22,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-283.pdf
236,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-01-23,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_2-79-1.pdf
873,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-01-29,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-384.pdf
237,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-01-30,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_3-80.pdf
874,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-02-05,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-4-85.pdf
238,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-02-06,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_4-81.pdf
877,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-02-12,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-5-86.pdf
245,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-02-13,15,https://luganmedia.ru/wp-content/uploads/2025/02/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_5-82.pdf
880,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-02-19,15,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-6.pdf
881,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-02-26,15,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-787.pdf
249,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-02-27,15,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_7-84.pdf
882,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-03-05,15,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%96-889.pdf
250,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-03-06,15,https://luganmedia.ru/wp-content/uploads/2025/03/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_8-85.pdf
889,Стахановское знамя,Stakhanovskoe znamya,Kadiivka,Stakhanov,Luganmedia,2025-03-12,15,https://luganmedia.ru/wp-content/uploads/2025/04/%D0%A1%D1%82%D0%B0%D1%85%D0%B0%D0%BD%D0%BE%D0%B2%D1%81%D0%BA%D0%BE%D0%B5-%D0%B7%D0%BD%D0%B0%D0%BC%D1%8F-%E2%84%969-90.pdf
251,Кировск сегодня,Kirovsk segodnya,Kadiivka,Kirovsk / Holubivka,Luganmedia,2025-03-13,15,https://luganmedia.ru/wp-content/uploads/2025/04/%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D1%81%D0%BA_%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F_9-86.pdf
